VEICULO;Safra;PROBLEMA;INICIO_PARADA;TERMINO_PARADA; TEMPO_PARADO ;Time_req;Time_day;y
A;2017;Extrator primário;17/06/2017 12:48;17/06/2017 14:53; 2.08 ;8/1;8.394212963;8
A;2017;Extrator primário;09/07/2017 07:20;09/07/2017 08:07; 0.79 ;21/1;21.68528935;22
A;2017;Extrator primário;05/08/2017 03:30;05/08/2017 05:43; 2.21 ;26/1;26.80746528;27
A;2017;Extrator primário;11/08/2017 18:29;11/08/2017 19:54; 1.40 ;6/1;6.5321875;7
A;2017;Extrator primário;25/08/2017 00:57;25/08/2017 04:12; 3.24 ;13/1;13.21078704;13
B;2015;Extrator primário;12/04/2015 07:02;12/04/2015 07:32; 0.51 ;FALSE;;
B;2015;Extrator primário;07/06/2015 15:58;07/06/2015 17:02; 1.06 ;25/2;56.3516088;56
B;2015;Extrator primário;08/06/2015 18:03;08/06/2015 18:43; 0.68 ;1/1;1.042083333;1
B;2015;Extrator primário;12/06/2015 00:54;12/06/2015 09:23; 8.48 ;3/1;3.257337963;3
B;2015;Extrator primário;08/10/2015 00:49;08/10/2015 01:19; 0.50 ;26/4;117.6433102;118
B;2015;Extrator primário;02/11/2015 21:00;02/11/2015 22:54; 1.90 ;25/1;25.81966435;26
B;2015;Extrator primário;14/11/2015 09:24;14/11/2015 16:29; 7.09 ;11/1;11.43767361;11
B;2015;Extrator primário;28/11/2015 03:25;28/11/2015 03:43; 0.30 ;13/1;13.45543981;13
B;2016;Extrator primário;15/04/2016 10:16;15/04/2016 12:10; 1.91 ;18/5;139.2725694;139
B;2016;Extrator primário;16/05/2016 20:44;16/05/2016 21:36; 0.88 ;31/1;31.35652778;31
B;2016;Extrator primário;26/05/2016 01:05;26/05/2016 02:29; 1.40 ;9/1;9.14537037;9
B;2016;Extrator primário;30/05/2016 08:15;30/05/2016 09:57; 1.70 ;4/1;4.240231481;4
B;2016;Extrator primário;02/07/2016 06:23;02/07/2016 06:50; 0.44 ;1/2;32.85107639;33
B;2016;Extrator primário;02/07/2016 07:32;02/07/2016 09:05; 1.55 ;0/1;0.029409722;1
B;2016;Extrator primário;29/07/2016 16:46;29/07/2016 18:28; 1.69 ;27/1;27.32015046;27
B;2016;Extrator primário;17/08/2016 12:37;17/08/2016 13:22; 0.76 ;18/1;18.75648148;19
B;2016;Extrator primário;24/08/2016 00:22;24/08/2016 01:21; 1.00 ;6/1;6.45787037;6
B;2017;Extrator primário;17/06/2017 04:35;17/06/2017 06:14; 1.65 ;23/10;297.134537;297
B;2017;Extrator primário;21/06/2017 14:10;21/06/2017 17:05; 2.92 ;4/1;4.330486111;4
B;2017;Extrator primário;14/08/2017 02:21;14/08/2017 03:36; 1.24 ;22/2;53.38618056;53
B;2017;Extrator primário;14/08/2017 13:44;14/08/2017 14:04; 0.33 ;0/1;0.422303241;1
B;2017;Extrator primário;15/08/2017 09:17;15/08/2017 11:47; 2.51 ;0/1;0.800543981;1
B;2017;Extrator primário;23/08/2017 17:48;23/08/2017 20:23; 2.58 ;8/1;8.250752315;8
B;2017;Extrator primário;25/08/2017 10:38;25/08/2017 10:57; 0.30 ;1/1;1.59380787;2
B;2017;Extrator primário;02/09/2017 20:47;03/09/2017 01:46; 4.99 ;8/1;8.409953704;8
A;2015;Extrator secundário;04/05/2015 03:29;04/05/2015 05:33; 2.07 ;FALSE;;
A;2015;Extrator secundário;04/06/2015 10:17;04/06/2015 11:19; 1.04 ;31/1;31.19724537;31
A;2015;Extrator secundário;06/07/2015 08:56;06/07/2015 14:18; 5.36 ;31/1;31.90048611;32
A;2015;Extrator secundário;30/07/2015 05:42;30/07/2015 07:27; 1.75 ;23/1;23.64175926;24
A;2017;Extrator secundário;03/09/2017 03:32;03/09/2017 05:38; 2.12 ;3/2;765.8366898;766
B;2015;Extrator secundário;20/04/2015 11:20;20/04/2015 12:33; 1.22 ;FALSE;;
B;2015;Extrator secundário;08/05/2015 01:33;08/05/2015 02:09; 0.60 ;17/1;17.5419213;18
B;2015;Extrator secundário;27/05/2015 07:25;27/05/2015 08:58; 1.54 ;19/1;19.21962963;19
B;2015;Extrator secundário;27/05/2015 15:39;27/05/2015 18:57; 3.30 ;0/1;0.278449074;1
B;2015;Extrator secundário;05/06/2015 00:04;05/06/2015 05:32; 5.48 ;8/1;8.213217593;8
B;2015;Extrator secundário;10/11/2015 16:20;10/11/2015 17:05; 0.75 ;6/6;158.4494097;158
B;2016;Extrator secundário;04/04/2016 21:03;04/04/2016 21:24; 0.35 ;25/5;146.1657523;146
B;2016;Extrator secundário;02/06/2016 10:08;02/06/2016 14:13; 4.09 ;27/2;58.53042824;59
B;2017;Extrator secundário;04/08/2017 09:56;04/08/2017 11:04; 1.14 ;2/3;427.8214815;428
A;2016;Hidráulica;11/07/2016 15:01;11/07/2016 16:08; 1.11 ;FALSE;;
B;2015;Hidráulica;04/04/2015 21:05;04/04/2015 23:55; 2.83 ;FALSE;;
B;2015;Hidráulica;12/04/2015 03:08;12/04/2015 07:01; 3.89 ;7/1;7.133668981;7
B;2015;Hidráulica;21/10/2015 05:26;21/10/2015 06:51; 1.41 ;9/7;191.9336921;192
B;2016;Hidráulica;24/09/2016 02:54;24/09/2016 04:59; 2.07 ;3/12;338.8358565;339
A;2015;Hidráulico;30/06/2015 01:36;30/06/2015 05:18; 3.70 ;FALSE;;
A;2015;Hidráulico;11/08/2015 18:06;11/08/2015 19:32; 1.44 ;11/2;42.5333912;43
A;2015;Hidráulico;16/09/2015 06:32;16/09/2015 07:09; 0.61 ;4/2;35.45798611;35
A;2016;Hidráulico;10/04/2016 18:52;10/04/2016 20:11; 1.33 ;25/7;207.4881597;217
A;2016;Hidráulico;25/04/2016 22:52;26/04/2016 00:28; 1.59 ;15/1;15.11172454;15
A;2016;Hidráulico;26/04/2016 06:18;26/04/2016 07:15; 0.95 ;0/1;0.243391204;1
A;2017;Hidráulico;02/04/2017 01:13;02/04/2017 02:22; 1.16 ;5/12;340.7483333;341
B;2015;Hidráulico;17/06/2015 00:27;17/06/2015 01:44; 1.29 ;FALSE;;
